,0,pp_tag,pp_descr,1
42,Jean-Baptiste walks in Antibes.,Jean-Baptiste walks in Antibes.,Jean-Baptiste walks in Antibes.,s
43,Jean-Marie walks in Saint-Pierre.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARGM-DIR', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: Jean - Marie] [V: walks] [ARGM-DIR: in] [ARG1: Saint - Pierre] .,I-ARG1
44,Jérôme walks in La Rochelle.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Jérôme] [V: walks] [ARGM-DIR: in La Rochelle] .,I-ARGM-DIR
45,Joseph walks in Asnières-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Joseph] [V: walks] [ARGM-MNR: in Asnières - sur - Seine] .,I-ARGM-MNR
46,Jules walks in Cannes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Jules] [V: walks] [ARG1: in Cannes] .,I-ARG1
47,Sébastien walks in Aulnay-sous-Bois.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Sébastien] [V: walks] [ARGM-MNR: in Aulnay - sous - Bois] .,I-ARGM-MNR
48,Gustave walks in Tourcoing.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Gustave] [V: walks] [ARGM-LOC: in Tourcoing] .,I-ARGM-LOC
49,Raymond walks in Vitry-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Raymond] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
50,Sébastien walks in Vitry-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Sébastien] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
51,Thierry walks in Cannes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Thierry] [V: walks] [ARG1: in Cannes] .,I-ARG1
52,Thierry walks in Poitiers.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Thierry] [V: walks] [ARG1: in Poitiers] .,I-ARG1
53,Vincent walks in Asnières-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Vincent] [V: walks] [ARGM-MNR: in Asnières - sur - Seine] .,I-ARGM-MNR
54,Joseph walks in Courbevoie.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Joseph] [V: walks] [ARGM-LOC: in Courbevoie] .,I-ARGM-LOC
55,Gaston walks in Paris.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Gaston] [V: walks] [ARGM-LOC: in Paris] .,I-ARGM-LOC
56,Marie walks in Avignon.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Marie] [V: walks] [ARGM-DIR: in Avignon] .,I-ARGM-DIR
57,Paul walks in Vitry-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Paul] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
58,Alfred walks in Roubaix.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Alfred] [V: walks] [ARG1: in Roubaix] .,I-ARG1
59,Christophe walks in Chambéry.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Christophe] [V: walks] [ARGM-LOC: in Chambéry] .,I-ARGM-LOC
60,Stéphane walks in Béziers.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Stéphane] [V: walks] [ARGM-LOC: in Béziers] .,I-ARGM-LOC
61,Joseph walks in Cannes.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Joseph] [V: walks] [ARGM-LOC: in Cannes] .,I-ARGM-LOC
62,Jean-Louis walks in Rueil-Malmaison.,Jean-Louis walks in Rueil-Malmaison.,Jean-Louis walks in Rueil-Malmaison.,n
63,Gabriel walks in Tourcoing.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Gabriel] [V: walks] [ARGM-LOC: in Tourcoing] .,I-ARGM-LOC
64,Jérôme walks in Le Tampon.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Jérôme] [V: walks] [ARGM-DIR: in Le Tampon] .,I-ARGM-DIR
65,Charles walks in Angers.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Charles] [V: walks] [ARG1: in Angers] .,I-ARG1
66,Antoine walks in Fort-de-France.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'I-ARGM-LOC', 'I-ARGM-LOC', 'I-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Antoine] [V: walks] [ARGM-LOC: in Fort - de - France] .,I-ARGM-LOC
67,Gérard walks in Asnières-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Gérard] [V: walks] [ARGM-MNR: in Asnières - sur - Seine] .,I-ARGM-MNR
68,Franck walks in Colombes.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Franck] [V: walks] [ARGM-LOC: in Colombes] .,I-ARGM-LOC
69,Denis walks in Vitry-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Denis] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
70,Gabriel walks in Rueil-Malmaison.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Gabriel] [V: walks] [ARGM-MNR: in Rueil - Malmaison] .,I-ARGM-MNR
71,Lucien walks in Poitiers.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Lucien] [V: walks] [ARGM-LOC: in Poitiers] .,I-ARGM-LOC
72,Jean-Pierre walks in Paris.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Jean - Pierre] [V: walks] [ARGM-LOC: in Paris] .,I-ARGM-LOC
73,Édouard walks in Cannes.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Édouard] [V: walks] [ARGM-LOC: in Cannes] .,I-ARGM-LOC
74,Marie walks in Chambéry.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Marie] [V: walks] [ARGM-DIR: in Chambéry] .,I-ARGM-DIR
75,Sébastien walks in Avignon.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Sébastien] [V: walks] [ARGM-LOC: in Avignon] .,I-ARGM-LOC
76,Jean-Pierre walks in Avignon.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Jean - Pierre] [V: walks] [ARGM-LOC: in Avignon] .,I-ARGM-LOC
77,Marie walks in Pau.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Marie] [V: walks] [ARGM-DIR: in Pau] .,I-ARGM-DIR
78,Marcel walks in Asnières-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Marcel] [V: walks] [ARGM-MNR: in Asnières - sur - Seine] .,I-ARGM-MNR
79,Jean-Pierre walks in La Rochelle.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: Jean - Pierre] [V: walks] [ARG1: in La Rochelle] .,I-ARG1
80,Raymond walks in Calais.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Raymond] [V: walks] [ARGM-LOC: in Calais] .,I-ARGM-LOC
81,Christian walks in Aubervilliers.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Christian] [V: walks] [ARGM-MNR: in Aubervilliers] .,I-ARGM-MNR
82,Émile walks in Colombes.,Émile walks in Colombes.,Émile walks in Colombes.,s
83,Arnaud walks in Chambéry.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Arnaud] [V: walks] [ARGM-LOC: in Chambéry] .,I-ARGM-LOC
84,Alfred walks in Rueil-Malmaison.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Alfred] [V: walks] [ARGM-MNR: in Rueil - Malmaison] .,I-ARGM-MNR
85,Dominique walks in Asnières-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Dominique] [V: walks] [ARGM-MNR: in Asnières - sur - Seine] .,I-ARGM-MNR
86,Jean-Louis walks in Vitry-sur-Seine.,Jean-Louis walks in Vitry-sur-Seine.,Jean-Louis walks in Vitry-sur-Seine.,e
87,Sébastien walks in Poitiers.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Sébastien] [V: walks] [ARGM-LOC: in Poitiers] .,I-ARGM-LOC
88,Jean-Louis walks in Saint-Pierre.,Jean-Louis walks in Saint-Pierre.,Jean-Louis walks in Saint-Pierre.,e
89,Joseph walks in Marseille.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Joseph] [V: walks] [ARGM-LOC: in Marseille] .,I-ARGM-LOC
90,Henry walks in Pau.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Henry] [V: walks] [ARGM-DIR: in Pau] .,I-ARGM-DIR
91,Francis walks in Avignon.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Francis] [V: walks] [ARGM-LOC: in Avignon] .,I-ARGM-LOC
92,Patrice walks in La Rochelle.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Patrice] [V: walks] [ARGM-DIR: in La Rochelle] .,I-ARGM-DIR
93,Jean-Paul walks in Cholet.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Jean - Paul] [V: walks] [ARGM-LOC: in Cholet] .,I-ARGM-LOC
94,Lucien walks in Vitry-sur-Seine.,"['B-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Lucien] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
95,Michel walks in Béziers.,"['B-ARG0', 'B-V', 'B-ARGM-LOC', 'I-ARGM-LOC', 'O']",[ARG0: Michel] [V: walks] [ARGM-LOC: in Béziers] .,I-ARGM-LOC
96,Jean-Michel walks in Vitry-sur-Seine.,"['B-ARG0', 'I-ARG0', 'I-ARG0', 'B-V', 'B-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'I-ARGM-MNR', 'O']",[ARG0: Jean - Michel] [V: walks] [ARGM-MNR: in Vitry - sur - Seine] .,I-ARGM-MNR
97,Marc walks in Cholet.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Marc] [V: walks] [ARGM-DIR: in Cholet] .,I-ARGM-DIR
98,Jules walks in Avignon.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'O']",[ARG0: Jules] [V: walks] [ARG1: in Avignon] .,I-ARG1
99,Christophe walks in Le Havre.,"['B-ARG0', 'B-V', 'B-ARGM-DIR', 'I-ARGM-DIR', 'I-ARGM-DIR', 'O']",[ARG0: Christophe] [V: walks] [ARGM-DIR: in Le Havre] .,I-ARGM-DIR
