,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
35,Emma is not shot by Alexandra.,Alexandra does not shoot Emma.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alexandra] does [ARGM-NEG: not] [V: shoot] [ARG1: Emma] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Emma] is [ARGM-NEG: not] [V: shot] [ARG0: by Alexandra] .,ARG0,ARG0,True
36,Patrick is not shot by Carl.,Carl does not shoot Patrick.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Carl] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Patrick] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Patrick] is [ARGM-NEG: not] [V: shot] [ARG0: by Carl] .,ARG0,ARG0,True
37,Martin is not shot by Kim.,Kim does not shoot Martin.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG2', 'O']",[ARG0: Kim] does [ARGM-NEG: not] [V: shoot] [ARG2: Martin] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Martin] is [ARGM-NEG: not] [V: shot] [ARG0: by Kim] .,ARG0,ARG0,True
38,Al is not shot by Kathryn.,Kathryn does not shoot Al.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Kathryn] does [ARGM-NEG: not] [V: shoot] [ARG1: Al] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Al] is [ARGM-NEG: not] [V: shot] [ARG0: by Kathryn] .,ARG0,ARG0,True
39,Harriet is not shot by Ellen.,Ellen does not shoot Harriet.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ellen] does [ARGM-NEG: not] [V: shoot] [ARG1: Harriet] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Harriet] is [ARGM-NEG: not] [V: shot] [ARG0: by Ellen] .,ARG0,ARG0,True
40,Kenneth is not shot by Jay.,Jay does not shoot Kenneth.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Jay] does [ARGM-NEG: not] [V: shoot] [ARG1: Kenneth] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kenneth] is [ARGM-NEG: not] [V: shot] [ARG0: by Jay] .,ARG0,ARG0,True
41,Charlie is not shot by Alfred.,Alfred does not shoot Charlie.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alfred] does [ARGM-NEG: not] [V: shoot] [ARG1: Charlie] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Charlie] is [ARGM-NEG: not] [V: shot] [ARG0: by Alfred] .,ARG0,ARG0,True
42,Dan is not shot by Bill.,Bill does not shoot Dan.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-EXT', 'O']",[ARG0: Bill] does [ARGM-NEG: not] [V: shoot] [ARGM-EXT: Dan] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Dan] is [ARGM-NEG: not] [V: shot] [ARG0: by Bill] .,ARG0,ARG0,True
43,George is not shot by Dan.,Dan does not shoot George.,"['B-ARGM-DIS', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARGM-DIS: Dan] does [ARGM-NEG: not] [V: shoot] [ARG1: George] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: George] is [ARGM-NEG: not] [V: shot] [ARG0: by Dan] .,ARGM-DIS,ARG0,False
44,Joe is not shot by Anne.,Anne does not shoot Joe.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Anne] does [ARGM-NEG: not] [V: shoot] [ARG1: Joe] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Joe] is [ARGM-NEG: not] [V: shot] [ARG0: by Anne] .,ARG0,ARG0,True
45,Patricia is not shot by Henry.,Henry does not shoot Patricia.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Henry] does [ARGM-NEG: not] [V: shoot] [ARG1: Patricia] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Patricia] is [ARGM-NEG: not] [V: shot] [ARG0: by Henry] .,ARG0,ARG0,True
46,Mike is not shot by Michael.,Michael does not shoot Mike.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Michael] does [ARGM-NEG: not] [V: shoot] [ARG1: Mike] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Mike] is [ARGM-NEG: not] [V: shot] [ARG0: by Michael] .,ARG0,ARG0,True
47,Nicole is not shot by Judy.,Judy does not shoot Nicole.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-LOC', 'O']",[ARG0: Judy] does [ARGM-NEG: not] [V: shoot] [ARGM-LOC: Nicole] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Nicole] is [ARGM-NEG: not] [V: shot] [ARG0: by Judy] .,ARG0,ARG0,True
48,Evelyn is not shot by Anne.,Anne does not shoot Evelyn.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Anne] does [ARGM-NEG: not] [V: shoot] [ARG1: Evelyn] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Evelyn] is [ARGM-NEG: not] [V: shot] [ARG0: by Anne] .,ARG0,ARG0,True
49,Betty is not shot by Joe.,Joe does not shoot Betty.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG2', 'O']",[ARG0: Joe] does [ARGM-NEG: not] [V: shoot] [ARG2: Betty] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Betty] is [ARGM-NEG: not] [V: shot] [ARG0: by Joe] .,ARG0,ARG0,True
50,Colin is not shot by Kelly.,Kelly does not shoot Colin.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Kelly] does [ARGM-NEG: not] [V: shoot] [ARG1: Colin] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Colin] is [ARGM-NEG: not] [V: shot] [ARG0: by Kelly] .,ARG0,ARG0,True
51,Nick is not shot by Alfred.,Alfred does not shoot Nick.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alfred] does [ARGM-NEG: not] [V: shoot] [ARG1: Nick] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Nick] is [ARGM-NEG: not] [V: shot] [ARG0: by Alfred] .,ARG0,ARG0,True
52,Louis is not shot by Judy.,Judy does not shoot Louis.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Judy] does [ARGM-NEG: not] [V: shoot] [ARG1: Louis] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Louis] is [ARGM-NEG: not] [V: shot] [ARG0: by Judy] .,ARG0,ARG0,True
53,Pamela is not shot by Alice.,Alice does not shoot Pamela.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-MNR', 'O']",[ARG0: Alice] does [ARGM-NEG: not] [V: shoot] [ARGM-MNR: Pamela] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Pamela] is [ARGM-NEG: not] [V: shot] [ARG0: by Alice] .,ARG0,ARG0,True
54,Diane is not shot by Mike.,Mike does not shoot Diane.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Mike] does [ARGM-NEG: not] [V: shoot] [ARG1: Diane] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Diane] is [ARGM-NEG: not] [V: shot] [ARG0: by Mike] .,ARG0,ARG0,True
55,Kim is not shot by Dave.,Dave does not shoot Kim.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Dave] does [ARGM-NEG: not] [V: shoot] [ARG1: Kim] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Kim] is [ARGM-NEG: not] [V: shot] [ARG0: by Dave] .,ARG0,ARG0,True
56,Patrick is not shot by Wendy.,Wendy does not shoot Patrick.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Wendy] does [ARGM-NEG: not] [V: shoot] [ARG1: Patrick] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Patrick] is [ARGM-NEG: not] [V: shot] [ARG0: by Wendy] .,ARG0,ARG0,True
57,Ben is not shot by Patrick.,Patrick does not shoot Ben.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Patrick] does [ARGM-NEG: not] [V: shoot] [ARG1: Ben] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ben] is [ARGM-NEG: not] [V: shot] [ARG0: by Patrick] .,ARG0,ARG0,True
58,Linda is not shot by Rose.,Rose does not shoot Linda.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Rose] does [ARGM-NEG: not] [V: shoot] [ARG1: Linda] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Linda] is [ARGM-NEG: not] [V: shot] [ARG0: by Rose] .,ARG0,ARG0,True
59,Ralph is not shot by Sally.,Sally does not shoot Ralph.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Sally] does [ARGM-NEG: not] [V: shoot] [ARG1: Ralph] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Ralph] is [ARGM-NEG: not] [V: shot] [ARG0: by Sally] .,ARG0,ARG0,True
