,0,active,tags_act,descr_act,tags_pass,descr_pass,first_tag_act,final_min_one_pass,arg0_match
37,Catherine is not shot by Ken.,Ken does not shoot Catherine.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ken] does [ARGM-NEG: not] [V: shoot] [ARG1: Catherine] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Catherine] is [ARGM-NEG: not] [V: shot] [ARG0: by Ken] .,ARG0,ARG0,True
38,Heather is not shot by Martha.,Martha does not shoot Heather.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Martha] does [ARGM-NEG: not] [V: shoot] [ARG1: Heather] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Heather] is [ARGM-NEG: not] [V: shot] [ARG0: by Martha] .,ARG0,ARG0,True
39,Amanda is not shot by Marilyn.,Marilyn does not shoot Amanda.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Marilyn] does [ARGM-NEG: not] [V: shoot] [ARG1: Amanda] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Amanda] is [ARGM-NEG: not] [V: shot] [ARG0: by Marilyn] .,ARG0,ARG0,True
40,Donna is not shot by Amy.,Amy does not shoot Donna.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Amy] does [ARGM-NEG: not] [V: shoot] [ARG1: Donna] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Donna] is [ARGM-NEG: not] [V: shot] [ARG0: by Amy] .,ARG0,ARG0,True
41,Suzanne is not shot by Billy.,Billy does not shoot Suzanne.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Billy] does [ARGM-NEG: not] [V: shoot] [ARG1: Suzanne] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Suzanne] is [ARGM-NEG: not] [V: shot] [ARG0: by Billy] .,ARG0,ARG0,True
42,Charles is not shot by Matt.,Matt does not shoot Charles.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Matt] does [ARGM-NEG: not] [V: shoot] [ARG1: Charles] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Charles] is [ARGM-NEG: not] [V: shot] [ARG0: by Matt] .,ARG0,ARG0,True
43,Donald is not shot by Betty.,Betty does not shoot Donald.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Betty] does [ARGM-NEG: not] [V: shoot] [ARG1: Donald] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Donald] is [ARGM-NEG: not] [V: shot] [ARG0: by Betty] .,ARG0,ARG0,True
44,Florence is not shot by Alison.,Alison does not shoot Florence.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alison] does [ARGM-NEG: not] [V: shoot] [ARG1: Florence] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Florence] is [ARGM-NEG: not] [V: shot] [ARG0: by Alison] .,ARG0,ARG0,True
45,Matt is not shot by Jimmy.,Jimmy does not shoot Matt.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Jimmy] does [ARGM-NEG: not] [V: shoot] [ARG1: Matt] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Matt] is [ARGM-NEG: not] [V: shot] [ARG0: by Jimmy] .,ARG0,ARG0,True
46,Maria is not shot by Catherine.,Catherine does not shoot Maria.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Catherine] does [ARGM-NEG: not] [V: shoot] [ARG1: Maria] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Maria] is [ARGM-NEG: not] [V: shot] [ARG0: by Catherine] .,ARG0,ARG0,True
47,Alice is not shot by Andrew.,Andrew does not shoot Alice.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Andrew] does [ARGM-NEG: not] [V: shoot] [ARG1: Alice] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Alice] is [ARGM-NEG: not] [V: shot] [ARG0: by Andrew] .,ARG0,ARG0,True
48,Samuel is not shot by Francis.,Francis does not shoot Samuel.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Francis] does [ARGM-NEG: not] [V: shoot] [ARG1: Samuel] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Samuel] is [ARGM-NEG: not] [V: shot] [ARG0: by Francis] .,ARG0,ARG0,True
49,Jason is not shot by Christopher.,Christopher does not shoot Jason.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Christopher] does [ARGM-NEG: not] [V: shoot] [ARG1: Jason] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jason] is [ARGM-NEG: not] [V: shot] [ARG0: by Christopher] .,ARG0,ARG0,True
50,Susan is not shot by Fiona.,Fiona does not shoot Susan.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Fiona] does [ARGM-NEG: not] [V: shoot] [ARG1: Susan] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Susan] is [ARGM-NEG: not] [V: shot] [ARG0: by Fiona] .,ARG0,ARG0,True
51,Greg is not shot by Ellen.,Ellen does not shoot Greg.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Ellen] does [ARGM-NEG: not] [V: shoot] [ARG1: Greg] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Greg] is [ARGM-NEG: not] [V: shot] [ARG0: by Ellen] .,ARG0,ARG0,True
52,Stephen is not shot by Kathleen.,Kathleen does not shoot Stephen.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Kathleen] does [ARGM-NEG: not] [V: shoot] [ARG1: Stephen] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Stephen] is [ARGM-NEG: not] [V: shot] [ARG0: by Kathleen] .,ARG0,ARG0,True
53,Jack is not shot by Dick.,Dick does not shoot Jack.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Dick] does [ARGM-NEG: not] [V: shoot] [ARG1: Jack] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Jack] is [ARGM-NEG: not] [V: shot] [ARG0: by Dick] .,ARG0,ARG0,True
54,Evelyn is not shot by Dan.,Dan does not shoot Evelyn.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Dan] does [ARGM-NEG: not] [V: shoot] [ARG1: Evelyn] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Evelyn] is [ARGM-NEG: not] [V: shot] [ARG0: by Dan] .,ARG0,ARG0,True
55,Bob is not shot by Lynn.,Lynn does not shoot Bob.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-DIS', 'O']",[ARG0: Lynn] does [ARGM-NEG: not] [V: shoot] [ARGM-DIS: Bob] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Bob] is [ARGM-NEG: not] [V: shot] [ARG0: by Lynn] .,ARG0,ARG0,True
56,Steve is not shot by Heather.,Heather does not shoot Steve.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Heather] does [ARGM-NEG: not] [V: shoot] [ARG1: Steve] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steve] is [ARGM-NEG: not] [V: shot] [ARG0: by Heather] .,ARG0,ARG0,True
57,Carl is not shot by Bill.,Bill does not shoot Carl.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Bill] does [ARGM-NEG: not] [V: shoot] [ARG1: Carl] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Carl] is [ARGM-NEG: not] [V: shot] [ARG0: by Bill] .,ARG0,ARG0,True
58,Donald is not shot by Alexander.,Alexander does not shoot Donald.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG1', 'O']",[ARG0: Alexander] does [ARGM-NEG: not] [V: shoot] [ARG1: Donald] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Donald] is [ARGM-NEG: not] [V: shot] [ARG0: by Alexander] .,ARG0,ARG0,True
59,Steve is not shot by David.,David does not shoot Steve.,"['B-ARG0', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARGM-DIS', 'O']",[ARG0: David] does [ARGM-NEG: not] [V: shoot] [ARGM-DIS: Steve] .,"['B-ARG1', 'O', 'B-ARGM-NEG', 'B-V', 'B-ARG0', 'I-ARG0', 'O']",[ARG1: Steve] is [ARGM-NEG: not] [V: shot] [ARG0: by David] .,ARG0,ARG0,True
